partner_id,month_index,gtv
partner_107,23,20536.72
partner_107,24,25277.84
partner_107,25,27151.1
partner_107,26,28490.47
partner_108,0,48154.13
partner_108,1,49573.73
partner_108,2,50612.97
partner_108,3,61598.31
partner_108,4,50503.89
partner_108,5,60610.34
partner_108,6,61184.76
partner_108,7,67577.97
partner_108,8,62274.47
partner_108,9,69719.11
partner_108,10,64997.17
partner_108,11,70641.58
partner_108,12,58886.54
partner_108,13,52225.3
partner_108,14,75361.65
partner_108,15,77543.15
partner_108,16,79714.79
partner_108,17,73807.51
partner_108,18,91618.24
partner_108,19,77871.85
partner_108,20,87073.32
partner_108,21,90619.35
partner_108,22,102605.35
partner_108,23,86786.44
partner_108,24,85755.25
partner_108,25,79848.22
partner_108,26,111064.88
partner_109,0,12419.99
partner_109,1,10059.87
partner_109,2,8719.82
partner_109,3,10113.83
partner_109,4,9580.09
partner_109,5,10489.97
partner_109,6,10786.34
partner_109,7,10885.56
partner_109,8,10241.54
partner_109,9,14194.13
partner_109,10,12975.5
partner_109,11,12671.71
partner_109,12,14350.27
partner_109,13,14372.69
partner_109,14,14513.16
partner_109,15,15528.5
partner_109,16,15154.34
partner_109,17,16418.6
partner_109,18,17025.54
partner_109,19,16556.95
partner_109,20,16394.41
partner_109,21,19889.44
partner_109,22,16901.1
partner_109,23,18978.27
partner_109,24,19570.58
partner_109,25,18158.5
partner_109,26,18290.1
partner_11,0,23479.16
partner_11,1,23446.09
partner_11,2,14220.09
partner_11,3,13362.0
partner_11,4,13049.18
partner_11,5,15076.76
partner_11,6,14488.14
partner_11,7,17146.05
partner_11,8,16020.72
partner_11,9,16589.98
partner_11,10,16767.75
partner_11,11,21632.14
partner_11,12,26426.04
partner_11,13,27374.41
partner_11,14,15446.39
partner_11,15,17302.28
partner_11,16,15653.76
partner_11,17,16907.63
partner_11,18,14922.15
partner_11,19,12876.38
partner_11,20,16282.61
partner_11,21,17659.16
partner_11,22,19516.01
partner_11,23,23250.52
partner_11,24,25078.83
partner_11,25,23925.41
partner_11,26,16762.31
partner_110,0,5931.61
partner_110,1,6218.55
partner_110,2,6541.61
partner_110,3,6876.52
partner_110,4,6171.08
partner_110,5,4144.9
partner_110,6,5709.23
partner_110,7,4852.51
partner_110,8,5146.14
partner_110,9,4709.23
partner_110,10,4430.38
partner_110,11,4283.07
partner_110,12,4135.91
partner_110,13,4504.58
partner_110,14,3796.17
partner_110,15,4039.09
partner_110,16,3818.28
partner_110,17,3566.37
partner_110,18,2630.45
partner_110,19,3410.43
partner_110,20,2804.19
partner_110,21,3016.56
partner_110,22,2434.35
partner_110,23,2277.0
partner_110,24,2963.45
partner_110,25,2143.45
partner_110,26,2530.75
partner_111,0,26176.65
partner_111,1,23335.91
partner_111,2,25094.12
partner_111,3,28516.82
partner_111,4,26879.9
partner_111,5,23018.78
partner_111,6,32387.27
partner_111,7,35337.87
partner_111,8,38385.03
partner_111,9,43543.75
partner_111,10,25350.96
partner_111,11,22739.04
partner_111,12,30445.05
partner_111,13,25609.95
partner_111,14,25404.62
partner_111,15,24551.33
partner_111,16,28729.87
partner_111,17,25101.81
partner_111,18,24738.12
partner_111,19,32314.19
partner_111,20,45065.51
partner_111,21,43026.16
partner_111,22,24630.07
partner_111,23,28697.88
partner_111,24,27075.15
partner_111,25,24478.92
partner_111,26,24692.37
partner_112,0,28532.77
partner_112,1,28340.17
partner_112,2,22030.48
partner_112,3,25062.33
partner_112,4,23878.95
partner_112,5,26178.09
partner_112,6,18661.53
partner_112,7,21215.91
partner_112,8,20238.08
partner_112,9,22463.83
partner_112,10,19671.31
partner_112,11,22465.95
partner_112,12,19574.56
partner_112,13,16971.14
partner_112,14,17468.12
partner_112,15,15862.18
partner_112,16,17214.02
partner_112,17,13244.75
partner_112,18,13516.38
partner_112,19,14845.79
partner_112,20,15364.71
partner_112,21,10288.49
partner_112,22,14466.25
partner_112,23,12087.98
partner_112,24,9591.57
partner_112,25,7972.41
partner_112,26,9301.9
partner_113,0,7884.89
partner_113,1,8439.78
partner_113,2,7501.05
partner_113,3,7057.72
partner_113,4,7609.32
partner_113,5,7963.87
partner_113,6,8120.36
partner_113,7,7310.82
partner_113,8,8652.69
partner_113,9,7443.98
partner_113,10,7246.88
partner_113,11,7506.69
partner_113,12,8790.31
partner_113,13,7831.79
partner_113,14,7385.94
partner_113,15,8672.26
partner_113,16,9637.93
partner_113,17,8103.62
partner_113,18,8916.52
partner_113,19,8759.55
partner_113,20,7456.48
partner_113,21,7958.33
partner_113,22,6919.21
partner_113,23,7774.53
partner_113,24,7440.17
partner_113,25,7617.41
partner_113,26,7341.99
partner_114,0,18132.51
partner_114,1,20603.33
partner_114,2,18871.04
partner_114,3,22874.84
partner_114,4,24017.86
partner_114,5,25361.23
partner_114,6,26128.88
partner_114,7,32592.91
partner_114,8,30279.65
partner_114,9,19559.69
partner_114,10,23683.95
partner_114,11,23825.96
partner_114,12,24088.18
partner_114,13,20640.59
partner_114,14,24555.74
partner_114,15,20954.12
partner_114,16,24047.33
partner_114,17,23161.15
partner_114,18,27369.54
partner_114,19,23795.84
partner_114,20,30416.96
partner_114,21,21985.99
partner_114,22,20871.55
partner_114,23,25558.51
partner_114,24,19192.49
partner_114,25,20471.71
partner_114,26,19720.21
partner_115,0,7043.41
partner_115,1,7328.57
partner_115,2,5937.42
partner_115,3,5923.24
partner_115,4,5646.06
partner_115,5,7218.91
partner_115,6,7100.61
partner_115,7,6317.2
partner_115,8,5493.48
partner_115,9,5550.58
partner_115,10,6493.81
partner_115,11,6735.61
partner_115,12,5065.66
partner_115,13,6179.72
partner_115,14,7418.13
partner_115,15,6245.99
partner_115,16,7335.98
partner_115,17,6799.27
partner_115,18,5692.57
partner_115,19,6198.0
partner_115,20,6302.7
partner_115,21,5776.7
partner_115,22,5765.62
partner_115,23,7346.92
partner_115,24,5760.84
partner_115,25,7073.43
partner_115,26,6106.18
partner_116,0,55106.93
partner_116,1,72575.46
partner_116,2,52535.94
partner_116,3,68443.16
partner_116,4,76676.39
partner_116,5,77492.54
partner_116,6,69780.0
partner_116,7,83104.67
partner_116,8,100045.67
partner_116,9,109813.6
partner_116,10,57090.34
partner_116,11,71794.56
partner_116,12,74377.52
partner_116,13,70325.17
partner_116,14,76434.75
partner_116,15,74538.94
partner_116,16,69559.43
partner_116,17,61243.59
partner_116,18,84599.32
partner_116,19,88639.63
partner_116,20,105388.38
partner_116,21,117610.74
partner_116,22,85163.42
partner_116,23,74557.08
partner_116,24,79254.02
partner_116,25,64462.24
partner_116,26,77458.38
partner_117,0,7388.45
partner_117,1,7349.49
partner_117,2,8031.31
partner_117,3,6938.4
partner_117,4,6003.86
partner_117,5,8172.77
partner_117,6,5601.44
partner_117,7,6015.13
partner_117,8,6040.35
partner_117,9,5780.0
partner_117,10,5325.2
partner_117,11,5137.52
partner_117,12,4928.62
partner_117,13,4323.73
partner_117,14,5702.01
partner_117,15,4425.69
partner_117,16,4624.01
partner_117,17,4066.8
partner_117,18,3913.32
partner_117,19,3734.1
partner_117,20,3187.81
partner_117,21,3579.25
partner_117,22,3364.93
partner_117,23,3778.6
partner_117,24,2871.19
partner_117,25,2963.44
partner_117,26,2760.11
partner_118,0,15046.71
partner_118,1,16334.72
partner_118,2,15336.33
partner_118,3,14028.06
partner_118,4,14684.19
partner_118,5,19301.05
partner_118,6,16235.22
partner_118,7,20178.64
partner_118,8,20527.93
partner_118,9,22014.05
partner_118,10,23219.38
partner_118,11,21012.86
partner_118,12,21862.05
partner_118,13,27131.5
partner_118,14,24801.05
partner_118,15,20056.02
partner_118,16,30791.43
partner_118,17,27091.67
partner_118,18,33066.63
partner_118,19,37619.14
partner_118,20,34571.68
partner_118,21,39667.43
partner_118,22,38287.11
partner_118,23,45669.54
partner_118,24,36820.54
partner_118,25,43024.28
partner_118,26,48037.36
partner_119,0,7093.02
partner_119,1,8558.88
partner_119,2,8223.07
partner_119,3,6671.96
partner_119,4,6550.17
partner_119,5,6645.21
partner_119,6,5005.5
partner_119,7,4720.35
partner_119,8,5850.25
partner_119,9,5107.8
partner_119,10,4647.99
partner_119,11,4554.26
partner_119,12,3313.34
partner_119,13,4083.38
partner_119,14,3682.09
partner_119,15,4158.74
partner_119,16,4006.2
partner_119,17,3686.43
partner_119,18,3465.94
partner_119,19,2711.76
partner_119,20,3231.02
partner_119,21,3102.03
partner_119,22,3139.24
partner_119,23,3236.06
partner_119,24,2122.1
partner_119,25,2348.61
partner_119,26,2163.93
partner_12,0,8955.75
partner_12,1,10540.54
partner_12,2,8650.27
partner_12,3,8934.29
partner_12,4,11040.56
partner_12,5,10312.03
partner_12,6,9148.25
partner_12,7,9760.6
partner_12,8,9634.8
partner_12,9,6882.91
partner_12,10,8627.87
partner_12,11,9439.69
partner_12,12,9149.58
partner_12,13,9722.38
partner_12,14,10559.58
partner_12,15,9182.86
partner_12,16,8484.43
partner_12,17,9796.15
partner_12,18,9178.03
partner_12,19,9339.86
partner_12,20,9211.1
partner_12,21,11614.97
partner_12,22,7361.97
partner_12,23,9119.48
partner_12,24,9484.43
partner_12,25,8746.79
partner_12,26,10341.68
partner_120,0,11044.22
partner_120,1,10844.85
partner_120,2,12803.56
partner_120,3,12938.45
partner_120,4,8551.71
partner_120,5,7848.62
partner_120,6,8981.36
partner_120,7,8952.49
partner_120,8,8460.03
partner_120,9,10078.35
partner_120,10,9355.01
partner_120,11,10885.44
partner_120,12,10886.74
partner_120,13,13478.74
partner_120,14,14952.7
partner_120,15,15969.92
partner_120,16,10535.84
partner_120,17,9512.19
partner_120,18,10524.6
partner_120,19,9272.04
partner_120,20,10952.68
partner_120,21,9679.73
partner_120,22,11322.22
partner_120,23,10975.54
partner_120,24,14182.07
partner_120,25,13250.84
partner_120,26,14973.0
partner_121,0,5386.63
partner_121,1,5387.8
partner_121,2,6640.95
partner_121,3,6249.72
partner_121,4,5952.42
partner_121,5,6010.39
partner_121,6,5878.92
partner_121,7,7284.2
partner_121,8,5792.47
partner_121,9,5425.69
partner_121,10,6750.05
partner_121,11,6117.44
partner_121,12,7527.04
partner_121,13,5923.33
partner_121,14,6781.27
partner_121,15,6928.96
partner_121,16,5926.38
partner_121,17,5787.83
partner_121,18,6715.86
partner_121,19,6611.77
partner_121,20,5370.37
partner_121,21,5546.8
partner_121,22,4666.47
partner_121,23,6624.59
partner_121,24,6088.63
partner_121,25,6150.95
partner_121,26,5194.79
partner_122,0,4809.54
partner_122,1,5044.46
partner_122,2,5102.13
partner_122,3,5719.42
partner_122,4,4498.29
partner_122,5,4844.4
partner_122,6,3864.4
partner_122,7,3392.31
partner_122,8,3801.27
partner_122,9,3201.1
partner_122,10,3689.23
partner_122,11,3284.02
partner_122,12,2771.14
partner_122,13,3908.51
partner_122,14,3047.12
partner_122,15,2603.84
partner_122,16,3281.21
partner_122,17,2699.12
partner_122,18,3121.85
partner_122,19,2522.27
partner_122,20,2489.53
partner_122,21,2632.62
partner_122,22,2606.69
partner_122,23,2562.2
partner_122,24,2280.03
partner_122,25,2342.2
partner_122,26,2311.43
partner_123,0,7415.45
partner_123,1,8837.66
partner_123,2,8054.26
partner_123,3,7395.81
partner_123,4,8369.25
partner_123,5,6119.09
partner_123,6,7995.26
partner_123,7,6590.12
partner_123,8,6554.95
partner_123,9,5869.79
partner_123,10,4898.44
partner_123,11,5575.54
partner_123,12,5621.15
partner_123,13,5585.68
partner_123,14,4932.92
partner_123,15,3779.49
partner_123,16,3938.59
partner_123,17,5398.2
partner_123,18,3837.74
partner_123,19,4735.75
partner_123,20,3614.09
partner_123,21,3764.63
partner_123,22,3919.13
partner_123,23,3257.01
partner_123,24,3956.26
partner_123,25,3307.71
partner_123,26,3303.32
partner_124,0,8479.03
partner_124,1,6981.05
partner_124,2,8738.03
partner_124,3,9901.45
partner_124,4,9555.43
partner_124,5,10937.18
partner_124,6,7231.81
partner_124,7,6615.83
partner_124,8,7498.58
partner_124,9,7351.88
partner_124,10,7200.0
partner_124,11,7213.46
partner_124,12,7240.75
partner_124,13,7239.53
partner_124,14,8319.9
partner_124,15,8926.99
partner_124,16,13686.91
partner_124,17,9298.13
partner_124,18,6877.19
partner_124,19,6941.09
partner_124,20,8810.45
partner_124,21,6357.05
partner_124,22,7642.97
partner_124,23,7523.84
partner_124,24,7631.56
partner_124,25,8536.04
partner_124,26,9301.86
partner_125,0,6809.2
partner_125,1,5434.46
partner_125,2,6745.79
partner_125,3,6149.25
partner_125,4,6555.11
partner_125,5,5553.84
partner_125,6,6950.04
partner_125,7,5546.36
partner_125,8,6778.65
partner_125,9,5860.35
partner_125,10,6112.08
partner_125,11,7450.92
partner_125,12,7072.31
partner_125,13,7447.23
partner_125,14,7721.44
partner_125,15,6163.38
partner_125,16,7680.86
partner_125,17,5700.7
partner_125,18,7177.97
partner_125,19,6350.07
partner_125,20,6058.2
partner_125,21,7090.05
partner_125,22,7310.79
partner_125,23,7290.97
partner_125,24,6823.12
partner_125,25,6767.75
partner_125,26,7031.53
partner_126,0,9522.6
partner_126,1,9217.85
partner_126,2,9794.9
partner_126,3,7563.62
partner_126,4,8914.98
partner_126,5,7783.46
partner_126,6,9283.53
partner_126,7,10516.81
partner_126,8,8605.3
partner_126,9,9148.52
partner_126,10,9716.94
partner_126,11,7165.67
partner_126,12,8561.91
partner_126,13,9362.85
partner_126,14,6416.55
partner_126,15,8151.16
partner_126,16,10028.03
partner_126,17,9939.63
partner_126,18,9371.71
partner_126,19,9830.5
partner_126,20,9227.88
partner_126,21,9535.29
partner_126,22,8748.42
partner_126,23,9138.19
partner_126,24,8462.31
partner_126,25,10174.94
partner_126,26,10408.08
partner_127,0,23272.71
partner_127,1,12552.39
partner_127,2,15628.06
partner_127,3,14593.77
partner_127,4,14277.8
partner_127,5,12932.1
partner_127,6,14387.51
partner_127,7,12369.63
partner_127,8,15280.02
partner_127,9,18281.6
partner_127,10,22539.27
partner_127,11,24112.47
partner_127,12,19380.77
partner_127,13,13937.59
partner_127,14,16571.51
partner_127,15,12449.31
partner_127,16,13535.84
partner_127,17,15522.44
partner_127,18,14432.17
partner_127,19,17057.33
partner_127,20,13116.33
partner_127,21,14259.15
partner_127,22,21424.76
partner_127,23,19527.23
partner_127,24,21715.88
partner_127,25,13374.68
partner_127,26,14839.13
partner_128,0,10695.7
partner_128,1,9816.59
partner_128,2,11470.93
partner_128,3,14345.9
partner_128,4,10935.26
partner_128,5,10330.15
partner_128,6,8900.72
partner_128,7,9576.17
partner_128,8,10009.61
partner_128,9,9681.4
partner_128,10,10211.76
partner_128,11,12046.79
partner_128,12,11503.83
partner_128,13,10065.74
partner_128,14,8992.35
partner_128,15,11596.09
partner_128,16,10178.03
partner_128,17,8462.3
partner_128,18,10956.89
partner_128,19,11277.29
partner_128,20,7746.93
partner_128,21,9384.83
partner_128,22,10115.23
partner_128,23,10979.47
partner_128,24,9700.69
partner_128,25,9377.07
partner_128,26,10971.96
partner_129,0,6992.93
partner_129,1,5896.06
partner_129,2,5736.32
partner_129,3,7134.37
partner_129,4,6800.87
partner_129,5,7245.27
partner_129,6,6280.08
partner_129,7,6105.94
partner_129,8,7535.98
partner_129,9,5623.13
partner_129,10,7463.51
partner_129,11,7509.31
partner_129,12,7203.9
partner_129,13,6177.12
partner_129,14,6091.74
partner_129,15,6494.03
partner_129,16,5774.32
partner_129,17,5995.44
partner_129,18,7061.04
partner_129,19,7064.1
partner_129,20,5937.15
partner_129,21,7081.86
partner_129,22,6934.72
partner_129,23,7634.93
partner_129,24,7010.9
partner_129,25,7335.56
partner_129,26,6949.83
partner_13,0,12208.37
partner_13,1,14023.08
partner_13,2,15539.67
partner_13,3,16223.92
partner_13,4,11870.84
partner_13,5,9673.29
partner_13,6,9863.3
partner_13,7,9086.74
partner_13,8,11956.98
partner_13,9,11275.61
partner_13,10,11598.82
partner_13,11,9689.7
partner_13,12,14397.54
partner_13,13,13143.39
partner_13,14,15946.18
partner_13,15,17008.32
partner_13,16,9852.4
partner_13,17,10325.62
partner_13,18,11108.93
partner_13,19,14020.39
partner_13,20,11224.03
partner_13,21,12642.31
partner_13,22,12251.03
partner_13,23,11607.21
partner_13,24,10900.65
partner_13,25,15327.18
partner_13,26,13202.49
partner_130,0,11695.03
partner_130,1,12313.31
partner_130,2,12592.28
partner_130,3,14074.52
partner_130,4,14963.52
partner_130,5,15267.99
partner_130,6,15068.45
partner_130,7,14838.27
partner_130,8,18558.17
partner_130,9,18071.81
partner_130,10,16374.42
partner_130,11,18667.17
partner_130,12,16410.79
partner_130,13,20826.03
partner_130,14,21238.37
partner_130,15,21324.53
partner_130,16,27365.58
partner_130,17,21812.98
partner_130,18,27571.93
partner_130,19,32768.8
partner_130,20,31099.75
partner_130,21,29221.5
partner_130,22,27136.19
partner_130,23,27604.81
partner_130,24,31994.34
partner_130,25,32446.26
partner_130,26,33759.37
partner_131,0,7361.74
partner_131,1,6381.16
partner_131,2,7038.51
partner_131,3,7710.13
partner_131,4,7968.22
partner_131,5,9977.88
partner_131,6,8946.88
partner_131,7,7606.06
partner_131,8,9800.73
partner_131,9,10290.19
partner_131,10,9994.56
partner_131,11,9224.36
partner_131,12,12803.64
partner_131,13,10086.44
partner_131,14,12489.72
partner_131,15,12395.07
partner_131,16,13361.92
partner_131,17,15305.69
partner_131,18,14322.76
partner_131,19,13280.42
partner_131,20,16203.86
partner_131,21,14178.58
partner_131,22,15954.12
partner_131,23,14176.67
partner_131,24,15143.5
partner_131,25,17607.66
partner_131,26,18838.97
partner_132,0,12306.93
partner_132,1,11857.13
partner_132,2,15292.3
partner_132,3,16951.02
partner_132,4,24821.13
partner_132,5,22189.86
partner_132,6,13023.44
partner_132,7,14109.98
partner_132,8,12071.29
partner_132,9,11776.18
partner_132,10,14175.71
partner_132,11,12221.28
partner_132,12,12399.91
partner_132,13,15811.07
partner_132,14,17447.61
partner_132,15,17826.5
partner_132,16,22568.32
partner_132,17,22045.14
partner_132,18,17009.49
partner_132,19,15868.68
partner_132,20,14040.91
partner_132,21,15616.79
partner_132,22,12858.38
partner_132,23,13989.02
partner_132,24,15377.21
partner_132,25,16656.7
partner_132,26,17929.82
partner_133,0,77906.06
partner_133,1,76036.06
partner_133,2,75011.3
partner_133,3,74005.47
partner_133,4,79093.41
partner_133,5,80476.14
partner_133,6,78833.84
partner_133,7,68189.9
partner_133,8,69578.75
partner_133,9,80383.89
partner_133,10,88676.63
partner_133,11,78478.7
partner_133,12,74118.3
partner_133,13,79034.68
partner_133,14,68512.83
partner_133,15,87418.72
partner_133,16,78742.9
partner_133,17,72125.58
partner_133,18,76011.18
partner_133,19,73226.5
partner_133,20,87439.79
partner_133,21,75737.19
partner_133,22,78501.5
partner_133,23,81735.45
partner_133,24,71574.35
partner_133,25,78797.9
partner_133,26,79421.92
partner_134,0,37422.68
partner_134,1,36765.75
partner_134,2,35163.21
partner_134,3,34702.8
partner_134,4,37023.04
partner_134,5,27807.51
partner_134,6,29393.96
partner_134,7,31341.01
partner_134,8,29729.96
partner_134,9,28642.45
partner_134,10,33716.59
partner_134,11,27089.74
partner_134,12,27425.87
partner_134,13,23056.43
partner_134,14,20683.78
partner_134,15,21472.58
partner_134,16,22926.17
partner_134,17,21502.52
partner_134,18,20751.46
partner_134,19,18844.21
partner_134,20,17895.8
partner_134,21,17624.74
partner_134,22,18581.87
partner_134,23,18133.44
partner_134,24,14523.51
partner_134,25,16778.21
partner_134,26,14071.01
partner_135,0,29578.9
partner_135,1,34879.9
partner_135,2,28897.0
partner_135,3,30696.48
partner_135,4,31987.18
partner_135,5,27522.16
partner_135,6,29938.11
partner_135,7,29353.86
partner_135,8,28608.28
partner_135,9,28831.72
partner_135,10,33511.42
partner_135,11,28352.73
partner_135,12,31865.99
partner_135,13,31106.58
partner_135,14,25944.84
partner_135,15,31723.53
partner_135,16,25894.98
partner_135,17,32052.02
partner_135,18,28628.25
partner_135,19,30183.06
partner_135,20,26254.56
partner_135,21,30526.91
partner_135,22,32953.31
partner_135,23,27724.19
partner_135,24,28326.74
partner_135,25,31528.87
partner_135,26,31604.25
partner_136,0,9941.42
partner_136,1,10381.18
partner_136,2,9831.44
partner_136,3,8349.81
partner_136,4,11247.84
partner_136,5,10217.71
partner_136,6,11736.3
partner_136,7,11189.97
partner_136,8,12038.21
partner_136,9,11148.58
partner_136,10,13494.8
partner_136,11,11249.29
partner_136,12,16067.81
partner_136,13,16504.2
partner_136,14,16124.06
partner_136,15,16063.38
partner_136,16,14518.53
partner_136,17,16804.95
partner_136,18,15318.96
partner_136,19,13427.98
partner_136,20,18795.83
partner_136,21,18689.61
partner_136,22,17206.64
partner_136,23,15567.01
partner_136,24,17164.86
partner_136,25,15327.67
partner_136,26,21081.95
partner_137,0,4333.59
